reviewId,date,time,reviewCreatedVersion,country,score,thumbsUpCount,content,contentLength,sentiment,sentimentScore,contentLength,repliedAt,replyContent
gp:AOqpTOH-7ayP9eLrpRWm3OQ3Y9xpHlycC2k0ku30p6GGtpBtKolO0qmcgtWEQJPwyWnp8M0VBO_WgMAJ81Gw,2015-07-04,23:21:03,7.8.6,US,4,1,Awesome,1,POSITIVE,0.9986000657081604,1,,
gp:AOqpTOGR_MbZhAlWaJuOwZ7_vzVt6GvcGGyVP3C6Ych50d5ReOSZRBzkdWpF-g1IIKaf_9dbYXjrU4lPkaPF,2015-07-04,20:52:31,7.8.6,US,5,1,It helps a lot,4,POSITIVE,0.9987015724182129,4,,
gp:AOqpTOEIEjKUOZwF02wxQQe-ddnJ961wAZbJBPbulmYLSEaQRPG3Pu_yVH3UyA-7pqSeDczwJzKgl2i4A7sl,2015-07-04,06:39:52,7.8.6,US,5,1,Great app.. very useful for learning basic problem solving strategies....,10,POSITIVE,0.9988740086555481,10,,
gp:AOqpTOFlOxdO6rzx63HrocMcEap_7Hadg0I4jVIDkM5fIT_8ieqeJnqQ7rjqZ4z8F-9uvtiRqYbwjSsZLJUB,2015-06-30,20:12:59,7.8.5,US,5,1,Mobile app. ;) (y),4,POSITIVE,0.9984850287437439,4,,
gp:AOqpTOFWQdsd5O4__YchD6uGCkR3v6JfwGmgykg3eT9XO2Ma9ytOFhWeYccIR86qpIQ_Kes1xIbG_8BJVRD2,2015-06-28,21:53:11,7.8.4,US,4,1,"Its nice app, but it's bit slow even if you have 20 Mbps speed.",14,POSITIVE,0.9977043271064758,14,,
gp:AOqpTOFxWGGC9Sw20KsBjNHscbuwo77tTpBmWLqteK5fv8YS9NysenU8mLByFAXTv1PagjTj7Iv-09PEG9jG,2015-06-28,17:05:34,,US,5,1,Must have app for programmer,5,POSITIVE,0.9985400438308716,5,,
gp:AOqpTOH0DVKT5H0l5tgXKarHURke45GnzQA4-76QHvuhmveszCgWH786vipT_cmL4YwHOcieR0DEVjEE2f8p,2015-06-26,05:54:14,7.8.4,US,5,1,Very helpful app. Thank you geeks team,7,POSITIVE,0.9988123178482056,7,,
gp:AOqpTOH2kzjZOAN0Qdj35BbFJ3rZL41_BuEz_pk-IBMEt3Rm-FvgQWoEedqkF3Hr9X6kvplRo_eE4Kb_R23D,2015-06-26,04:02:20,7.8.4,US,4,1,Very useful to get better understand about algorithms and data structure.,11,POSITIVE,0.9987757802009583,11,,
gp:AOqpTOGEVKdMp-MR0rvSyT04yQfq-x3nEB9iWcRRaaa31CsAe7cAcmaSya0nejb0OY5jFgCS7RMqEiQ4wW82,2015-06-25,10:06:54,7.8.4,US,5,1,Average design with awsome content.. best part is to get client for gfg.,13,NEGATIVE,0.995159924030304,13,,
gp:AOqpTOEsCWOLfAMe3T1zj5wvmpCO8jCgQQKCGY1h-0d-PiCXkYZg5HanEDamj6yb3DBD3Oj4Bu8eyalvaQXB,2015-06-25,08:57:01,7.8.4,US,3,1,search is not good and hangs when opening from chrome,10,NEGATIVE,0.9994788765907288,10,2015-06-28 20:01:05,"Hello Tushar! We are sorry that you are having issues. Can you please to us in more details through ""Send feedback"" option in app? It would help us to understand the issue and fix it quickly.
-GeeksforGeeks"
gp:AOqpTOEH-xLhkjTtTsXTkVW4l8prulc8v6izpD2P3hShCypgiVTyI4w1SD9VB9sEbL1NqE6i6U4JjFi0MILQ,2015-06-24,20:02:16,7.8.4,US,5,2,very informative,2,POSITIVE,0.9986360669136047,2,,
gp:AOqpTOHS_V8e3MWOWXziCTrCgkH_FGFICC8KA0gg1WXGgySxVUDjnmkH1raM016yy_wP-iIivG5D8ZEIvxuf,2015-06-23,06:07:26,7.8.4,US,4,1,A must have app for every programmer and orderly organized too.however slow and crashes a lot,16,POSITIVE,0.997517466545105,16,2015-06-24 21:03:27,"Hello Vipin! Thanks for your feedback. The app might seem slow due to poor internet connection. Can you please check it once when internet connection is good? Can you please write to us in more details about crashes through ""Send Feedback"" option in the app.
-Geeksforgeeks"
gp:AOqpTOFMqweKN5-ZipanbfSIebT9wz0WBESEghKS7wHQKPqJ_fAJQepGsDvn6WdUJunzlqZGIK_iIP8QDEam,2015-06-22,10:56:02,7.8.4,US,5,1,A must have app for Cse guys,7,POSITIVE,0.9986777901649475,7,,
gp:AOqpTOFYE043UXoXSG2vi_G1yh_828l9JCL7UehAVAHfgnzTxEiO0gx_J4WQt_8R5A0Um3yU0cDpok3ax9x_,2015-06-22,06:37:02,7.8.4,US,5,2,Best for learning when travelling.,5,POSITIVE,0.9987155199050903,5,,
gp:AOqpTOFL0ppMxa3kknflxW-ejMGoxCtWBop8cPtswbyOeOJ3ji6eN81joeUuh4Y_QU4EWe_K9EWHXKJzISAH,2015-06-20,21:30:12,7.8.4,US,5,1,Awesome,1,POSITIVE,0.9986000657081604,1,,
gp:AOqpTOHg2O_KKV3NPqvK6WfKE_O43HY0ZkJT-Ql1mUVp3S5DYYy7kUzSM2kL4MHukRsa9DGQXFSt9Cd2dV3d,2015-06-20,14:26:52,7.8.4,US,5,1,Nice app!,2,POSITIVE,0.9987071752548218,2,,
gp:AOqpTOHt0JpZlrPHI-JguIhSBoOA740qfG5eiyPZL_dQAo4PhC5k6Hw03pTTqpDjFNDHcGVS0rDWoLpu5KFn,2015-06-20,07:14:45,,US,4,1,But few data structure  are missing,7,NEGATIVE,0.985639214515686,7,,
gp:AOqpTOGy6PpWnAJFodU7rhN8Z-F4AlHzWYmWj4ec3opl_WkNYiuvMXKICOZMJ54OEjLj17GxBCy24d5FBfaE,2015-06-19,18:17:30,7.8.4,US,4,1,Every student should  install this informative app,8,POSITIVE,0.9988051652908325,8,,
gp:AOqpTOEqEvbDc3fhTJeUV9nH4-iUqCJMxvCJWQKhMUWAEw2YXETIQI7ctr1n572k-yfIkNSjxLyz5om96orC,2015-06-18,06:16:59,7.8.3,US,4,1,Every CS student should install this,6,POSITIVE,0.9986434578895569,6,,
gp:AOqpTOGLGDH4bP088GFpSfSURK7ulTQX8KDROAJ0QKEEpvo38LnO8VsSisPew-QlDHdMKIQkKGVNn771LUix,2015-06-17,07:09:03,7.8.2,US,3,1,Ads at the the bottom of screen is annoying and makes reading painful,13,NEGATIVE,0.9994812607765198,13,2015-06-24 20:57:10,"Hello Karthik! We are sorry that you are having inconvenience. Our development team is working hard to provide rich user experience. We will soon be providing Ad free paid version of the app. Ad is to support our development team. We hope, you understand. Stay tuned.
-GeeksforGeeks"
gp:AOqpTOG51mWK9FYVHd59k5FcRQs8bqe2xFGtbfTW1e_dyAwg8VFZZJ0AEDC-QhUHlW9ruVAoTunsHGJTVL8z,2015-06-16,11:39:40,7.8.2,US,5,1,Bible for a computer science student!!,6,POSITIVE,0.997936487197876,6,,
gp:AOqpTOEtnHyDARq-NBZepWzmbvSMhpIL_5NgdGpZwRnFZ6BnXwFhCpFY1n-NmGy1f1-kMViCO2uv3vjDYnWX,2015-06-09,15:36:11,7.8.2,US,5,1,Excellent,1,POSITIVE,0.998581051826477,1,,
gp:AOqpTOHs_XAaKsrAlnjEcHIILwp7JljIZ9L0dSUTXCcG24ywQPE0p6i2LUg-5s0mfqS3Bkl3AIDj3u4qrGNe,2015-06-09,06:58:15,,US,5,1,Esm,1,POSITIVE,0.9684109687805176,1,,
gp:AOqpTOGDldljB1Moh3wrEKNt7ZFBdJO1Skkgk-7A-jrrXmMRAuOEZKl0pMVQROo043r0TDCYdg8notBEp9ES,2015-06-08,23:34:08,7.8.2,US,4,1,Awesome app,2,POSITIVE,0.9986573457717896,2,,
gp:AOqpTOGmMA2bJKt3WrC4KqwR08bLbh1Ch1IO4_RumFgBDjdsSVsmmf2LvjVYrAApq-0TRve6YF9EdL2T6Wnu,2015-06-05,19:44:04,7.8.1,US,5,1,Mind blowing application,3,POSITIVE,0.998227059841156,3,,
gp:AOqpTOGAV-HFFvYk62chaXUHMkzvXxBCI6A6uP-uaveKfB5poinGshR1vjVXhXmIzfDMP-SO4iQCxt6tV7Sr,2015-06-05,00:18:33,7.8.1,US,5,1,Great work !,3,POSITIVE,0.9987947940826416,3,,
gp:AOqpTOH2RzJx-gKN4EQa7BiN3Vg6pqdwjasJy8HdDWGmrNEkG7noVNxeeTrU7mjCRaWngjOT9R_zIvqVZYEm,2015-06-05,00:17:00,7.8.1,US,4,1,The offline reading facility is quite good..,7,POSITIVE,0.9985811710357666,7,,
gp:AOqpTOHMtDpsNUAbwQ8AUyYG5sCVnQBsUUSLkuUM5MrUrSVoUqQbmauvJROWID7p87Hb11iIYb8UEuJNayzR,2015-06-03,17:56:20,7.8.1,US,5,1,Awsome app,2,POSITIVE,0.9981581568717957,2,,
gp:AOqpTOFLR3G6IxhSKSH96W30JvjjVrZlU8ZY9fx_CEcCADz2FZjxv1Fm65Xv7GObJ-0y_DHqFSR-w5RKKRuG,2015-06-03,15:25:51,7.8.1,US,5,1,Thank you for ur great work :),7,POSITIVE,0.9988957643508911,7,,
gp:AOqpTOEgJ2JlTt8zQVlzF5aOX9liRgJoAKvKtpC695L901oh-nKBZf30h71uPshRwrB4aSqJfNUCxBnztUhv,2015-05-30,05:53:14,7.8.1,US,4,1,good app.,2,POSITIVE,0.9987371563911438,2,,
gp:AOqpTOGRfGRsL1f14piaKrcf5prGgwoYwKZqTuDG1PdrmGnFDlU-UzdbiK7BGsCK1b4Md8FhdEWWmZgCpdap,2015-05-30,03:49:18,7.8.1,US,5,1,have enough questions with their beautiful solutions..loved it,8,POSITIVE,0.9988941550254822,8,,
gp:AOqpTOFgt27Xb-Me80hUYXaegV7rUBVwKvtWqK-jGoJ0Zt4Y-6UZ9KAyoxDV52pN_HhyFBmgfeL3rWQAWjm0,2015-05-28,04:42:30,7.8.1,US,5,1,Useful app...☺,2,POSITIVE,0.9986613988876343,2,,
gp:AOqpTOE08K3XJwUQDZmB_zaZneoSDCnnj0FjtUrh8OHE9PxFTqIALMG4gxHQ0FSg1ZPD41S0cYFVd4m2X7YH,2015-05-27,04:08:22,7.8.1,US,4,2,"Remind me on the day again when you remove ads, I will give 5 stars",15,POSITIVE,0.9976093769073486,15,,
gp:AOqpTOG1F5rxRgoHfEPoHzD6l_dbyz9VV-TyT6NjsMfYs7sBTx2MwthidF0lSKk4hbWOQoyBo6YPSufG8C9O,2015-05-26,21:21:01,7.8.1,US,5,3,Its very helpful for programmers who are eager to learn new things in programming.,14,POSITIVE,0.9988262057304382,14,,
gp:AOqpTOE1A3A5S5eImRJpABDcJCyNBxUbUf_IHleTo8ugXrPKPocuXc_G5d-pom-DT1L1vIpyLdFKKW15URxt,2015-05-26,14:01:59,7.8.1,US,1,1,"Anything I search, it shows ""no content found matching given search""",11,NEGATIVE,0.9994532465934753,11,2015-06-24 20:53:27,"Hello Nitin! This has been fixed in latest update. Please update the app and let us know if you are still seeing the issue. Thanks for your support and feedback.
-GeeksforGeeks"
gp:AOqpTOGQv92QOABHjpoopAjk25v76xK1CQzUUpehdYnC2hAcItR6laaQwk2jCSoMJzUyfR8EJmN4njhSfeiH,2015-05-22,12:11:21,7.8.1,US,5,1,Awesome!!!,1,POSITIVE,0.9986801743507385,1,,
gp:AOqpTOFuhJJyu-Hl14Cz6j6_5vtbYI-M8FNmHi3C1RQg2qQXWNB9rcluZChJJmbBcyLE9sruwHF_Uw73_RK4,2015-05-21,19:17:56,7.8.1,US,5,1,Very good app,3,POSITIVE,0.9986957907676697,3,,
gp:AOqpTOEhEWNHTjS-JgBOCiV7yaZP7DerN5hnKj0AixjLXxfHg_I2tpiiNhsB1Wn-eUPJpTv0L73D6j9yNqg3,2015-05-20,23:04:09,,US,5,1,Nice app,2,POSITIVE,0.9985741376876831,2,,
gp:AOqpTOFGna59ksRcnPbM8cva4NJBnZidHmiP2KidPEhOuemBcLHhmS96kImR7awnFWSXTfIh6GiA-PQ1jUs3,2015-05-20,12:34:30,7.8.1,US,5,1,Nice work,2,POSITIVE,0.998738706111908,2,,
gp:AOqpTOFRRxDyReXTPqBJ79OCMYXkvM_sDhA8uuzzwTjZHKeJnohxQK6_DdECMJlaqZ2Q72k8A0PZokvWO9hd,2015-05-17,06:18:32,7.8.1,US,5,1,Nice to have it.,4,POSITIVE,0.9987218976020813,4,,
gp:AOqpTOHKKJkZ1fs6NhnVZBctgVAqQJBJgImOdprVxbNXafZoWe30D2Z2M8wzHFvnh6IZleT-E0ZVQNesdu88,2015-05-16,11:29:56,,US,5,1,Great apps,2,POSITIVE,0.9986227750778198,2,,
gp:AOqpTOHvOeIk7BJB4klY8566vHmbYWB9mZIe396I1CGkkRXmytvspgFta106YheyfIQHmAviekG4SphcqPSU,2015-05-16,02:31:18,7.8.1,US,4,1,Amazing source of information,4,POSITIVE,0.9988019466400146,4,,
gp:AOqpTOHiNCklo9cD8J1LYqHWB74moN5sfHs9VbTANQoxKT-Jq9c7fyPm3FdJ6gA2zddKCglO0zDTT_IOL-Yf,2015-05-15,09:09:49,7.8.1,US,5,1,Loved it,2,POSITIVE,0.9988275170326233,2,,
gp:AOqpTOHovooEX3NCPm0fRlE5SGI63la_0nImDJLJEKz6lxaIaCo3Tg4PuY5Ubk68WM_821Z6xCQtZXqbchfa,2015-05-14,19:37:47,7.8.1,US,3,1,Not like shown in screenshots.,5,NEGATIVE,0.9993552565574646,5,,
gp:AOqpTOEa_fPwiuDRXFHFuKocpWnapmmNqkG5OFRYHEJYwXcDiVD66Whfl6xpjtdsYs2vXMmKcRWnK-ve2oT8,2015-05-12,11:01:40,,US,5,1,"BEGAN LIVING PROGRAMMING,EATING,SLEEPING",3,POSITIVE,0.9948230981826782,3,,
gp:AOqpTOGRe7LmG6iAEMqcynRDEOv9r76EtF6m3ycxioDNJZLgCrk7W4S8bT3_Iq9PjEctyixJc9WiX1yrkG-Z,2015-05-10,07:47:19,7.8.1,US,5,1,It help me a lot,5,POSITIVE,0.9985382556915283,5,,
gp:AOqpTOFdyicEDnMBvtmDfkcOaDuaSkJb66y4Z_4NhUwUQS8FZURx2eQVIbVWMSSinH5q-30UE3RFNOIxACJ2,2015-05-10,04:24:56,7.8.1,US,5,1,Very useful app,3,POSITIVE,0.9986989498138428,3,,
gp:AOqpTOGs1kSpR6eHLNYbCAF5mI6QDDzeANSacnuVLeBERWTbyszjhKp-z7nguVirbTfAko5ROG-foGnaK8FV,2015-05-09,13:36:45,7.8.1,US,5,2,Amazng I dnt evn hv words to xpalin.. loved it.. it helpd me a lot... thnk u for creating such an amzng n perfect app,25,POSITIVE,0.9988752007484436,25,,
gp:AOqpTOHUuWoOjwIRN6uMwD-KH0QGbaeehVVLhREmAMJS7gqiOGCGJD3h2vFApa7v8PeLyjzndDbNUbILzzof,2015-05-07,22:14:04,7.8.1,US,4,1,My frd recommended this app to learn algorithms. Hoping for fruitful experience..!!,12,POSITIVE,0.9988129138946533,12,,
gp:AOqpTOHgtlM00POA__PDC-WSCD9F-LHhw75tWAcXd7jw6E2fihFq9dcbfeZs3RWvnZDAazshJ90hXqBICfgI,2015-05-07,19:03:59,7.8.1,US,4,1,Okay okay,2,NEGATIVE,0.9925714135169983,2,,
gp:AOqpTOGFNFaBJVHYLMQKMqKjybYDdtUP4xu8AvuDvglZ7vV5X2fK4h0s7pbIESK0N2HaiIMB6O9pYsXmVqBr,2015-05-03,21:31:56,7.8.1,US,5,1,Very good platform for programmers,5,POSITIVE,0.9988431930541992,5,,
gp:AOqpTOEZH9B7RK1yquybjMj6Y_H6TgXSCG8TPF4j4ic_ZHubsqAbo4diTVY_y6wnDB3rvAtSW35us3OUhsLE,2015-05-03,08:58:10,7.8.1,US,4,1,"During my interview days, I was waiting for my turn & that I can revised my concept some regular questions.",20,NEGATIVE,0.9940604567527771,20,,
gp:AOqpTOGe5QRYTcokrDorTLrMSxkYt67VWJiL8oSeqI1c703bg71uv0FO32HZMCAhwMWj3rOwiOBmTUQjUn6r,2015-05-02,10:30:07,7.8.1,US,5,1,Content of the app is very very useful,8,POSITIVE,0.9987144470214844,8,,
gp:AOqpTOGcaHzGj6yOw1lMMVBd9YoLqv6SAlfRvOaHkGvlHhrB-J8HgS9tXLv1IIZXJKlnLUIs_Cd9yc_EnH_7,2015-05-01,08:05:32,7.8.1,US,3,1,It would be nice if there were a pay option to turn off the ads.  May uninstall if I find them too distracting.,24,NEGATIVE,0.9994238615036011,24,2015-05-01 21:50:57,"Hello Mark! We are sorry for the inconvenience. Our development team is working on Ad free version. This will be launched soon. Stay tuned.
Thanks for your support and feedback!
-GeeksforGeeks"
gp:AOqpTOFrIamkVpVw_7YyEvq-Tr0yL9FFK7OoiSoYlmf7QLL6sRD6s-gmOPosjnXSUYEtMS9k7D127i31l2ZJ,2015-04-30,21:30:41,7.8.1,US,5,1,So much detail yet crisp info literally about every segment in coding typically for interviews and programming competitions.,18,POSITIVE,0.9987776875495911,18,,
gp:AOqpTOFCbyw0l254aP--pvpMDlAG7N4zR7Y1EMNzrWUYNnzFIdT8PBx00hcXpiw-uqkZAbcyRLqfe7_B7WlK,2015-04-29,19:26:15,7.8.1,US,5,1,Excellent,1,POSITIVE,0.998581051826477,1,,
gp:AOqpTOEg-Lp9ApgamOdmdx6vuUQ45htVfWw_UG5s7U7bKdfphMHorGayqM5BZp30qFfZbLr_rgC4HZRevq9m,2015-04-27,22:07:47,7.8.1,US,4,1,"As an algorithm enthusiast, I find this app great for staying in touch with my skills and to stay awake at work! I will update the rating as I continue to use the app.",34,POSITIVE,0.9989199638366699,34,,
gp:AOqpTOF8OQY2av2k1LA7SKhG_WXCwv0_4VoZe64_i857U0x3TRkTYUzw5qECynYVVjfC9JjO_Y2OC0Z5ywx1,2015-04-27,07:40:24,7.8.1,US,5,1,Wow.....love it,2,POSITIVE,0.998793363571167,2,,
gp:AOqpTOFXbMLYoOB3QjeSzSc3WuqFaLIqrtOoTQZPERa5xYqTIvyJmKGzdq-X39VSlJVLhJxxD5VWYAiQcFIq,2015-04-26,21:03:30,,US,5,1,A very good app,4,POSITIVE,0.9987170696258545,4,,
gp:AOqpTOEHQyQQ31tFwUapA7dVd_M7fjbHr2ixq-roaW_cqTHQpR5p4TpuiLy2jsJtJuMHzZz7sviKlukUjaxH,2015-04-25,11:56:47,7.8.1,US,4,1,It's really good,3,POSITIVE,0.998467743396759,3,,
gp:AOqpTOH9_HO0Z9j6sK9HbcqRvVPGiIQ79Aa7_fg137BOF3tfGzH4SPFBJnWt2gsotmaZBOee6Aex_EAT1H6B,2015-04-24,22:03:30,,US,5,1,Good app to learn algo .,6,POSITIVE,0.9988001585006714,6,,
gp:AOqpTOGKQaVF_xcsB2XT0JdPerx0lSHcWJveUDbWLZAQp3YS8MjgPlFl5cSh-FtWMU_96AmnC-YrVkcmyR1m,2015-04-24,12:35:54,7.8.1,US,5,1,A very nice platform thank you geeksforgeeks:-),7,POSITIVE,0.9988574981689453,7,,
gp:AOqpTOFkwYzOSegLSdjc3eF4U049bRewyoz7q6vNy-VRTxqxzI7_SSw9OhwvJjQ8u-7-Z_lgIVtXh9p2UUDg,2015-04-22,20:20:21,7.8.1,US,4,2,Superrr app,2,POSITIVE,0.9985170960426331,2,,
gp:AOqpTOEQOwDKHzum7w31VGtZkxTRh4oRl9kVcnaL4cvz5tJrBFuwo9IQU_CTQscBvX55unyoeh985UnRCMVK,2015-04-20,11:16:04,7.8,US,4,1,Content is great but design seems old.,7,NEGATIVE,0.992010772228241,7,,
gp:AOqpTOHIV-t6CcgvGHLAvujZ1uFAPc9cinhOQwIOaxALXrMmucWyt2BRAd8pRvRjYl3qdaJqvxQfHrXLQ4uK,2015-04-20,07:13:33,,US,2,1,Why so many permissions?? You do NOT need that much information for this simple app. Change it or I'm reporting this app. You got a possibility of having this app removed.,31,NEGATIVE,0.9994719624519348,31,2015-04-29 21:20:23,"Hello Power House! We are sorry for the inconvenience. We nailed down the permissions which were really needed and removed those which weren't required. We also updated the reasons on why the permissions are needed in app details. Please update the app and let us know if you see any issue/concern.
Thanks for your support and feedback
-GeeksforGeeks"
gp:AOqpTOH08f4K9KM-vOCN-UKOe6d9BuohAVVWKanggpWFlwArR0CEHsI7NWC2ef4LMBTwyAJNv0FomrVSaEwi,2015-04-20,06:48:30,7.8,US,4,1,Not supporting off line mode.,5,NEGATIVE,0.999427080154419,5,2015-03-09 13:13:27,"Hello Vinod! There is offline reading feature. Mark a post as favorite by tapping on the star on the top right of any post and it is saved to read offline. Please let us know if you are having any issue.
-GeeksforGeeks"
gp:AOqpTOEgj8fHA9ue7jmWMcBtF9XuUWb4_O05EhWnwmxzT1RGALp0tc6Sp0Jq5_YWga1fpjbM1RycJFRV8ro_,2015-04-20,06:26:21,,US,2,1,Why photo/file/phoneId/callAccess permissions are needed for this app? All this feels suspicious. Unistalling this. Not recommending to my friends as well unless reasons are provided.,25,NEGATIVE,0.9994925260543823,25,2015-04-29 21:20:55,"Hello Saurabh! We are sorry for the inconvenience. We nailed down the permissions which were really needed and removed those which weren't required. We also updated the reasons on why the permissions are needed in app details. Please update the app and let us know if you see any issue/concern. 
Thanks for your support and feedback 
-GeeksforGeeks"
gp:AOqpTOHevCx7jPrzfBwiPQjS9P7IB2kk6yyverKvOvJJq81HlOIxbAmfahIKRYMZjeeonb8EL9fl1ZTxjWsg,2015-04-18,05:21:14,7.8,US,5,1,Lovin it,2,POSITIVE,0.998847484588623,2,,
gp:AOqpTOGslIRZ3x9JUBEEk1NP6_mVi4RZjCSpOS9y_wRoDKNviHyuPpVSdgM_Y8vPN9dW5uO0NDZW-aSJVXNp,2015-04-17,22:35:47,,US,1,1,Why does this app need so many permissions for installation?,10,NEGATIVE,0.999480664730072,10,2015-04-19 20:25:07,"Hello Aniket! We have mentioned the list of permissions and why we need them in the App description. We hope it will give the answer. In case you still want more details, feel free to contact us through ""Send feedback"" option in app.
Thanks for your comment and feedback!
-GeeksforGeeks"
gp:AOqpTOF3w6fv_m_QIf7b2-fs2SU3QgeOZ0l9YH4tIekoz7ODBfDd-tqMRrOYYNuxpmvPppW6R41MZq_Ioq2-,2015-04-16,06:34:47,7.8,US,4,1,Excellent,1,POSITIVE,0.998581051826477,1,,
gp:AOqpTOG-H_rygIRqcCsdfaeb35fwCk2_Cmp9jQyL2G0ZXeT36bSUAlE6fSkHGe-k4iNkLQrztuLOvLx1K_Y3,2015-04-15,19:55:13,7.8,US,4,1,Can provide full screen view,5,POSITIVE,0.9977582097053528,5,2015-04-16 22:04:30,"Hello Murugan! Unfortunately, Android restricts full screen view for OS less than KitKat. If you are using OS which is either KitKat or Lollypop, you can turn on full screen view from settings.
Thanks for your support and feedback!
-GeeksforGeeks"
gp:AOqpTOHY1CmuybLgt91SG4bRXsKcHMzpMIT9Z2_qU_58hlw2gfZjtm-0wpLHRhUPY5Nd8DaX9Tj4t04GJAUV,2015-04-14,18:03:11,7.8,US,5,1,UI can be more generic. Still great app.,8,POSITIVE,0.998832643032074,8,,
gp:AOqpTOHmIOYHN5tiyoc-Scjymk5MvGE5WtSfGPpPRdzP70MApSw3nBjbDxcljDyl5EmE8AYHecDzOMsBAepf,2015-04-14,01:43:27,7.8,US,5,1,Atleast when you don't wanna use laptop.,7,NEGATIVE,0.9970958232879639,7,,
gp:AOqpTOFslgU2ZZkMT4sIb60nvb_ltz6P-5kvwN_NUmDVIYvDpuciBILg-Bay4p5ozy-WkIhPYup-W2XxcbkN,2015-04-13,08:44:34,7.8,US,5,1,A good place to come learn computer science fundamentals,9,POSITIVE,0.9988107681274414,9,,
gp:AOqpTOH0YHTxZcFYy7SgBJhA4WO8NGKAZLP9vZVjJZpsxhF5Ih999G_PiQavgwMoMK_NUPGMg_yo6vQ5Hma-,2015-04-12,07:36:00,7.8,US,5,1,Very useful,2,POSITIVE,0.9981840252876282,2,,
gp:AOqpTOHIUw4o5ypTUwh1H_Fz3xmbxaiY9LlJDO2QEsDPpvg-TJg-8kUrZ8txbwputtjCyPmXer3JiUJtN-7l,2015-04-10,21:30:54,7.8,US,4,1,I like the app but i think if it would have a offline   mode .,17,POSITIVE,0.9985597729682922,17,2015-04-10 21:44:34,"Hello Bhawnesh! Offline mode is there. Just tap on the star located on top right corner of any post and it is saved to read offline. Thanks for your support and feedback.
-GeeksforGeeks"
gp:AOqpTOFJ3GZr5k7blXwa84MeyzcCrF4ajCtdT_XpX75svsa2I6IxJZ5JAEuNaXaTgmZ6chDzI8SAXUVyVf1L,2015-04-10,05:58:09,7.8,US,5,1,Best learning app for software engineers.,6,POSITIVE,0.9985395669937134,6,,
gp:AOqpTOHoIxVqTloiRic-QTqCBp40k9gXQkz4LjJU9j21xEfgPwKQGcH0Lj6SWkvwhf933jROgxjlMZ7eOTOF,2015-04-10,00:43:15,7.8,US,5,1,Really very nice app to connect to GfG.,8,POSITIVE,0.9988351464271545,8,,
gp:AOqpTOGCRKfvodEE5xyg9SViDtMic4TKQ2YOqsx8pUsFZ-J5_JpZK7FBcjfx_zkqZRTTY5U1DCXJcoD7jLjh,2015-04-08,18:53:18,7.8,US,1,1,"Ads and Push Notifications.  No thanks....  DEVELOPER: I understand, but disagree.  There are other ways to accomplish the same things.  My rating stands (sorry, I feel strongly about these subjects).",34,POSITIVE,0.9936508536338806,34,2015-04-08 18:47:16,"Hello Troy! Push notification feature allows you to get notified of any new published post on the site. We never intend to display Ads via push notifications. Ad is to support our development team. We hope you understand.
-GeeksforGeeks"
gp:AOqpTOFQtz8TdT-86KUuv4vbzL3okmsUwsMTbdXrJlh4FYLh-22NMtub2THHprRSVtUDx6MfzuwDVVKs-mDP,2015-04-07,08:43:06,7.8,US,4,1,"Overall the app is very good. There are free bus related to displaying mathematical expressions, when they are used in sentences it won't display it. It is very important in some cases. I hope you fix this soon. Thanks for the app. :)",43,POSITIVE,0.9988962411880493,43,,
gp:AOqpTOF846UN6WefH7QFwhVEtL5T7ZtqjDduMX1vK9l49H4tfz_I9OMHc_FuSr7CNJT_usuAOpCsFNjckphj,2015-04-05,19:48:01,7.8,US,5,1,Very useful app,3,POSITIVE,0.9986989498138428,3,,
gp:AOqpTOFyLxzYeJWdpW-_Dw5XiavvgvTu1PLH5hE9P8tHj9xrhaE3OPMwxP6X0Jkh_VOtV5ebg54gXcCatOx3,2015-04-05,18:20:30,7.8,US,5,1,Interview preparation,2,POSITIVE,0.9866507053375244,2,,
gp:AOqpTOG7cW1am_rSzKIeS3hcihwtaMaWzKXJxvaUUsjTDQ9UzdWu1qXwhhu-NMxE-3zxZ6DAzi1o1AAV-9jH,2015-04-05,12:56:05,7.8,US,4,1,I like it.,3,POSITIVE,0.9988269209861755,3,,
gp:AOqpTOGzV2jUwOYYrCtOAphMSeelj003WAqGRH-WzKjSpvR_burPRhjL7yabnpsOlwp2EsmTB0nHU88R_Wyf,2015-04-03,20:31:56,7.8,US,4,1,Gr8 learning app,3,POSITIVE,0.9924365878105164,3,,
gp:AOqpTOH4EZ6fafXamUKDhJpWt7X0aChkDK9nvf3oeT50tqePRSXwLVmxQ4TeDUiHRMCngt3z2cCZ8QF6jkW0,2015-04-03,18:54:21,7.8,US,5,1,best interviews weapon out there,5,POSITIVE,0.9982621073722839,5,,
gp:AOqpTOFXR8OwsAzfawwjNFcg5o8SYEFYy0OCzy7i2iR57xU01apdjyV2J3yMT01uj008aX4S5whhIYC-Tj8c,2015-04-02,17:28:56,7.8,US,5,1,One of the best app which covers all the fundas we need know as a developer,16,POSITIVE,0.998887836933136,16,,
gp:AOqpTOHj2iWI359_BM8sTQ7XpOk1KZxgzfcst1yGACzIyTyr0k0ddQstqHk3Y4Ge54ujH6Lo3mU2vEIVmDEh,2015-04-02,12:46:54,,US,5,1,Awesome app,2,POSITIVE,0.9986573457717896,2,,
